Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2015,12,AP,Low,Low,High,High,High,Medium,High,High,Medium,High,High,High
2016,1,AP,Medium,Medium,High,Medium,High,High,High,High,High,High,High,High
2016,2,AP,Medium,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium
2016,3,AP,Medium,High,High,Medium,Medium,High,High,High,High,High,Medium,Medium
2016,4,AP,Medium,Medium,High,High,High,High,High,High,High,High,Medium,Medium
2016,5,AP,High,Low,High,High,High,Medium,High,High,Medium,High,Medium,Low
2016,6,AP,High,Medium,High,High,High,High,Medium,High,High,High,Medium,Medium
2016,7,AP,High,Low,High,High,High,High,High,High,High,Medium,High,High
2016,8,AP,High,Low,High,High,High,High,High,High,High,Medium,High,High
2016,9,AP,High,Medium,High,High,High,High,High,High,Medium,Medium,High,Medium
2016,10,AP,High,Low,Medium,High,High,Medium,High,High,Medium,High,High,Medium
2016,11,AP,Medium,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Medium
2016,12,AP,Medium,High,High,High,High,High,High,High,High,High,High,Medium
2017,1,AP,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2017,2,AP,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2017,3,AP,Medium,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2017,4,AP,Medium,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2017,5,AP,High,High,High,Medium,High,High,High,High,High,High,Medium,High
2017,6,AP,High,Medium,High,High,High,High,High,High,High,High,Medium,Medium
2017,7,AP,High,High,High,High,High,Medium,High,High,Medium,High,High,Low
2017,8,AP,High,High,High,High,High,Medium,High,High,Medium,High,High,High
2017,9,AP,High,Low,High,High,High,High,High,High,High,High,High,High
2017,10,AP,High,Low,High,High,High,High,High,High,Medium,High,High,High
2017,11,AP,Medium,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Medium
2017,12,AP,Medium,Medium,High,Medium,High,High,High,High,High,High,Medium,High
2018,1,AP,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2018,2,AP,Low,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,Medium
2018,3,AP,Low,High,High,Medium,Medium,High,High,Medium,High,High,Medium,Medium
2018,4,AP,Low,High,High,Medium,Medium,High,High,Medium,High,High,Low,Medium
2018,5,AP,Medium,High,High,Medium,Medium,High,High,Medium,High,High,Low,High
2018,6,AP,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2018,7,AP,High,Medium,High,High,High,High,Medium,High,High,Medium,Medium,High
2018,8,AP,High,Medium,High,High,High,High,High,High,High,Medium,Medium,High
2018,9,AP,Medium,High,High,High,High,Medium,High,High,High,High,High,Medium
2018,10,AP,Medium,Low,High,High,High,Medium,High,High,Medium,High,High,Medium
2018,11,AP,Low,Low,Medium,High,High,Medium,High,High,Low,High,High,Low
2018,12,AP,Low,Low,High,High,High,Medium,High,High,Low,High,High,Low
2019,1,AP,Low,Low,High,High,High,Medium,High,High,Medium,High,High,Low
2019,2,AP,Low,High,High,Medium,High,High,High,Medium,High,High,High,Medium
2019,3,AP,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2019,4,AP,Low,High,High,Medium,Medium,High,High,Medium,High,High,Medium,Low
2019,5,AP,Medium,High,High,Medium,Medium,High,High,High,High,High,Low,Medium
2019,6,AP,Medium,High,High,Medium,High,High,High,High,High,High,Low,High
2019,7,AP,Medium,High,High,High,High,High,High,High,High,High,Medium,Medium
2019,8,AP,Medium,Medium,High,High,High,High,High,High,High,High,High,Low
2019,9,AP,Medium,Low,High,High,High,High,High,High,Medium,Medium,High,Medium
2019,10,AP,Medium,Low,High,High,High,High,High,High,High,Medium,High,Medium
2019,11,AP,Low,Low,Medium,High,High,High,High,High,High,Medium,High,Medium
2019,12,AP,Low,High,Medium,High,High,High,High,High,High,High,High,Medium
2020,1,AP,Low,High,High,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2020,2,AP,Low,High,High,Low,Medium,High,High,Medium,High,Medium,Medium,Low
2020,3,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2020,4,AP,Low,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Medium
2020,5,AP,Medium,High,High,Low,High,High,High,High,High,High,Low,High
2020,6,AP,Medium,High,High,Low,High,High,High,High,High,High,Low,Low
2020,7,AP,Medium,Medium,High,Low,High,High,High,High,High,Medium,Low,Medium
2020,8,AP,Medium,Medium,High,Low,High,High,High,High,High,Medium,Medium,High
2020,9,AP,Medium,Medium,High,Low,High,High,High,High,High,High,High,Medium
2020,10,AP,Medium,Low,High,Low,High,Medium,High,High,Medium,Medium,High,Medium
2020,11,AP,Low,High,High,Low,High,High,High,High,High,High,Medium,Low
2020,12,AP,Low,Medium,High,Low,High,High,High,High,High,High,Medium,Medium
2021,1,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Medium,High
2021,2,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Medium,Medium
2021,3,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2021,4,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2021,5,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2021,6,AP,Medium,Medium,High,Low,High,High,High,High,High,High,Medium,Medium
2021,7,AP,Medium,Low,High,Low,High,Medium,High,High,Medium,High,High,Low
2021,8,AP,Medium,Low,High,Low,High,Medium,High,High,Medium,High,High,Low
2021,9,AP,Medium,Low,High,Low,High,Low,High,High,Medium,High,Medium,Low
2021,10,AP,Low,Low,High,Low,High,Low,High,High,Medium,High,Medium,Low
2021,11,AP,Low,Low,High,Low,High,Medium,High,High,Medium,High,Medium,Low
2021,12,AP,Low,Low,High,Low,High,Medium,High,High,Medium,High,Medium,Low
2022,1,AP,Low,Low,High,Low,High,Medium,High,High,Medium,High,Low,Low
2022,2,AP,Low,Low,High,Low,High,Medium,High,High,Medium,High,Low,Low
2022,3,AP,Low,Low,High,Low,High,Medium,High,High,Medium,High,Low,Low
2022,4,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2022,5,AP,Medium,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2022,6,AP,Medium,High,High,Low,Medium,High,High,Medium,High,High,Low,High
2022,7,AP,Medium,High,High,Low,High,High,High,High,High,High,Low,Medium
2022,8,AP,Medium,Medium,High,Low,High,High,High,High,High,High,Medium,Low
2022,9,AP,Medium,Medium,High,Low,High,High,High,High,Medium,Medium,High,Low
2022,10,AP,Medium,Low,High,Low,High,High,High,High,High,High,High,Medium
2022,11,AP,Low,Medium,High,Low,High,High,High,High,High,Medium,Medium,Medium
2022,12,AP,Low,Medium,High,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2023,1,AP,Low,High,High,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2023,2,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2023,3,AP,Low,High,High,Low,Medium,High,High,Medium,High,High,Medium,Medium
2023,4,AP,Medium,High,High,Low,High,High,High,High,High,High,Low,Low
2023,5,AP,Medium,High,High,Low,High,High,High,High,High,High,Low,Low
2023,6,AP,High,High,High,Low,High,High,High,High,High,Medium,Low,Medium
2023,7,AP,High,High,High,Low,High,High,High,High,High,Medium,Medium,Medium
2023,8,AP,High,Medium,High,Low,High,High,High,High,High,Medium,Medium,Low
2023,9,AP,High,Low,High,Low,High,High,High,High,High,High,High,High
2023,10,AP,Medium,Low,High,Low,High,High,High,High,High,Medium,High,Medium
2023,11,AP,Medium,Low,High,Low,High,High,High,High,High,Medium,High,Medium
2023,12,AP,Low,High,High,Low,High,High,High,High,High,High,Medium,High
2003,2,AL,Low,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Medium
2003,3,AL,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,High
2003,4,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2003,5,AL,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2003,6,AL,Medium,High,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Low,Medium
2003,7,AL,Medium,High,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,High
2003,8,AL,Medium,High,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2003,9,AL,Medium,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2003,10,AL,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2003,11,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2003,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2004,1,AL,Low,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,High
2004,2,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High
2004,3,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High
2004,4,AL,Low,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High
2004,5,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium
2004,6,AL,Low,High,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2004,7,AL,Low,High,Medium,High,Low,High,Medium,Low,High,Medium,Medium,High
2004,8,AL,Low,High,Medium,Medium,Low,High,Low,Low,High,Medium,Medium,Medium
2004,9,AL,Low,High,Medium,High,Medium,High,Medium,Low,High,Medium,Medium,Medium
2004,10,AL,Low,Low,Medium,High,Medium,High,Medium,Medium,High,Medium,High,High
2004,11,AL,Low,Low,Medium,High,High,High,Medium,Medium,High,Medium,High,High
2004,12,AL,Low,Low,Medium,High,High,High,Medium,High,High,High,High,High
2005,1,AL,Low,Low,Medium,High,High,High,Medium,High,High,Medium,High,High
2005,2,AL,Low,Medium,Medium,High,High,High,High,High,High,Medium,High,High
2005,3,AL,Low,Medium,Medium,Medium,High,High,High,High,High,High,Medium,High
2005,4,AL,Low,Medium,Medium,High,High,High,High,High,High,High,Medium,Medium
2005,5,AL,Low,High,Medium,High,Medium,High,Medium,Medium,High,High,Medium,High
2005,6,AL,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2005,7,AL,Medium,High,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2005,8,AL,Medium,High,Medium,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium
2005,9,AL,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,Low,Medium,Medium,High
2005,10,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,High,High
2005,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,High,High
2005,12,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2006,1,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2006,2,AL,Low,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,High
2006,3,AL,Low,Medium,Medium,High,High,Medium,High,High,Medium,Medium,High,High
2006,4,AL,Low,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Low,High
2006,5,AL,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium
2006,6,AL,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2006,7,AL,Medium,Low,Medium,Low,Low,Low,High,Medium,Low,High,High,Low
2006,8,AL,Medium,Low,Medium,High,Medium,Low,High,Medium,Low,High,High,Low
2006,9,AL,Medium,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2006,10,AL,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2006,11,AL,Low,Medium,Medium,High,Medium,High,Medium,Medium,Medium,High,High,High
2006,12,AL,Low,Low,Medium,High,High,High,Medium,High,High,High,High,High
2007,1,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,2,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,3,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,4,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,5,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,6,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,7,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,8,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,9,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,10,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,11,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2007,12,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,1,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,2,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,3,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,4,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,5,AL,Low,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,6,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,7,AL,Medium,Low,Medium,High,High,Low,High,High,Low,High,High,Low
2008,8,AL,Medium,Low,Medium,High,High,Low,High,High,Low,Medium,High,Low
2008,9,AL,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2008,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2008,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2008,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2009,1,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2009,2,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2009,3,AL,Low,High,Medium,High,High,Medium,High,High,Medium,High,Medium,High
2009,4,AL,Low,High,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,High
2009,5,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium
2009,6,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,High,Medium,High
2009,7,AL,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2009,8,AL,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2009,9,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2009,10,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2009,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2009,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,High
2010,1,AL,Low,High,Medium,High,Medium,High,High,Medium,High,Medium,Medium,High
2010,2,AL,Low,Medium,Medium,High,High,High,Medium,High,High,High,Medium,Medium
2010,3,AL,Low,Medium,Medium,High,High,High,High,High,High,Medium,Medium,High
2010,4,AL,Low,Medium,Medium,High,Medium,High,High,Medium,High,High,Medium,High
2010,5,AL,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2010,6,AL,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High
2010,7,AL,Medium,High,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,High,High
2010,8,AL,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Medium,High
2010,9,AL,Medium,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,High,High
2010,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2010,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2010,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2011,1,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Medium,Medium,High
2011,2,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Medium,Medium,High
2011,3,AL,Low,Low,Medium,High,High,High,High,High,High,Medium,Medium,High
2011,4,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium
2011,5,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2011,6,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2011,7,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,High,Medium,High,High
2011,8,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2011,9,AL,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
2011,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2011,11,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2011,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2012,1,AL,Low,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2012,2,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2012,3,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2012,4,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2012,5,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2012,6,AL,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2012,7,AL,Medium,High,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2012,8,AL,Medium,Low,High,Low,Medium,Low,Medium,Medium,Low,Medium,High,Medium
2012,9,AL,Medium,Low,High,High,Low,Low,Medium,Low,Low,Medium,Medium,Medium
2012,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2012,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2012,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2013,1,AL,Low,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High
2013,2,AL,Low,Low,Medium,High,High,Medium,High,High,High,Medium,High,High
2013,3,AL,Low,Low,Medium,High,High,Medium,High,High,Medium,Medium,Medium,High
2013,4,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High
2013,5,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,Medium
2013,6,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium
2013,7,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2013,8,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2013,9,AL,Low,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2013,10,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2013,11,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2013,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2014,1,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2014,2,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2014,3,AL,Low,Low,Medium,High,Medium,High,High,Medium,High,High,Medium,Medium
2014,4,AL,Low,Medium,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Medium
2014,5,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2014,6,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2014,7,AL,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2014,8,AL,Low,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2014,9,AL,Low,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,High,High
2014,10,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2014,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2014,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2015,1,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2015,2,AL,Low,Medium,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium
2015,3,AL,Low,Medium,Medium,High,High,High,Medium,High,Medium,Medium,Medium,Medium
2015,4,AL,Low,Low,Medium,High,High,High,High,High,High,Medium,Medium,High
2015,5,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2015,6,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High
2015,7,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2015,8,AL,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2015,9,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2015,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2015,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2015,12,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2016,1,AL,Low,Medium,Medium,High,Medium,High,Medium,Medium,High,High,Medium,High
2016,2,AL,Low,Medium,Medium,High,Medium,High,Medium,Medium,High,High,Medium,Medium
2016,3,AL,Low,Medium,Medium,High,Medium,High,High,High,High,High,Medium,Medium
2016,4,AL,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2016,5,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2016,6,AL,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High
2016,7,AL,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2016,8,AL,Low,Medium,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,Medium,High
2016,9,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2016,10,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2016,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2016,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2017,1,AL,Low,Medium,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High
2017,2,AL,Low,Low,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High
2017,3,AL,Low,Medium,Medium,High,High,High,Medium,High,High,Medium,Medium,High
2017,4,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2017,5,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2017,6,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2017,7,AL,Medium,High,High,Low,Low,Medium,Low,Low,Medium,Medium,High,High
2017,8,AL,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2017,9,AL,Low,High,High,High,Low,Medium,Medium,Low,Medium,Medium,High,High
2017,10,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2017,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2017,12,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2018,1,AL,Low,High,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,High
2018,2,AL,Low,Medium,Medium,High,Medium,High,High,Medium,High,High,Medium,High
2018,3,AL,Low,Medium,Medium,High,Medium,High,High,Medium,High,High,Medium,High
2018,4,AL,Low,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2018,5,AL,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium
2018,6,AL,Low,Low,Medium,Medium,Low,High,Medium,Low,High,Medium,Medium,Medium
2018,7,AL,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2018,8,AL,Low,Low,High,Medium,Low,Medium,Low,Low,Medium,Medium,Medium,High
2018,9,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2018,10,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2018,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2018,12,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,High
2019,1,AL,Low,High,Medium,High,Medium,High,Medium,Medium,High,High,Medium,High
2019,2,AL,Low,Medium,Medium,High,High,High,High,High,High,High,Medium,Medium
2019,3,AL,Low,Medium,Medium,High,High,High,High,High,High,High,Medium,High
2019,4,AL,Low,Medium,Medium,Medium,Medium,High,High,Medium,High,Medium,Low,Medium
2019,5,AL,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2019,6,AL,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High
2019,7,AL,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2019,8,AL,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2019,9,AL,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2019,10,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2019,11,AL,Low,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2019,12,AL,Low,Low,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High
2020,1,AL,Low,Low,Medium,Low,High,High,High,High,High,Medium,High,High
2020,2,AL,Low,Low,Medium,Low,High,High,High,High,High,High,Medium,High
2020,3,AL,Low,Low,Medium,Low,High,High,High,High,High,High,Medium,Medium
2020,4,AL,Low,Low,Medium,Low,High,High,High,High,High,High,High,Medium
2020,5,AL,Low,Low,Medium,Low,High,Medium,High,High,Low,High,High,Low
2020,6,AL,Low,Low,Medium,Low,High,Low,High,High,Low,High,High,Low
2020,7,AL,Low,Low,Medium,Low,High,Low,High,High,Low,High,High,Low
2020,8,AL,Low,Low,Medium,Low,High,Low,High,High,Low,High,High,Low
2020,9,AL,Low,Low,Medium,Low,High,Low,High,High,Low,High,High,Low
2020,10,AL,Low,Low,Medium,Low,High,Low,High,High,Low,High,High,Low
2020,11,AL,Low,Low,Medium,Low,High,Medium,High,High,Low,Medium,High,High
